vin_num,year,make,model,trim,body_style,ext_color,int_color,transmission,city_mpg,hwy_mpg,mileage,price,dealership,alert_dt
3C6RR6LT5GG300992,2016,RAM,1500,Lone Star,4D Crew Cab,Bright White Clearcoat,Diesel Gray/Black,8-Speed Automatic,15,22,104090,26991,Ancira Chevy,2021-08-28
1FA6P8TH4K5108929,2019,Ford,Mustang,EcoBoost,2dr Car,Oxford White,Ebony,Automatic,21,32,26441,26998,Ancira Volkswagen of San Antonio,2021-08-28
KNDMB5C12K6548756,2019,Kia,Sedona,EX,"Mini-van, Passenger",Panthera Metal,Gray,Automatic,18,24,53555,26999,Ancira Kia,2021-08-28
1C4RDHAGXGC455517,2016,Dodge,Durango,SXT,Sport Utility,Billet Silver Metallic Clearcoat,Black,Automatic,19,27,52969,27128,Ancira Volkswagen of San Antonio,2021-08-28
2C3CDXBGXKH722079,2019,Dodge,Charger,SXT,4D Sedan,White Knuckle Clearcoat,Black,8-Speed Automatic,19,30,43156,27291,Ancira Chevy,2021-08-28
5N1AT2MT6KC724753,2019,Nissan,Rogue,SL,SUV,Pearl White Tricoat,Almond,Variable,26,33,9872,27491,Ancira Nissan,2021-08-28
JM3TCACY2J0229221,2018,Mazda,Mazda CX-9,Touring,Sport Utility,Snowflake White Pearl Mica,Black,Automatic,22,28,25234,27588,Ancira Volkswagen of San Antonio,2021-08-28
1C6RR6FG8JS340210,2018,RAM,1500,Tradesman,Crew Cab Pickup,Delmonico Red Pearlcoat,Diesel Gray/Black,Automatic,17,25,24161,27773,Ancira Buick GMC,2021-08-28
2C4RC1AG5KR629181,2019,Chrysler,Pacifica,L,"Mini-van, Passenger",Bright White Clearcoat,Black/Alloy,Automatic,18,28,28729,27865,Ancira Volkswagen of San Antonio,2021-08-28
3VV3B7AX8KM095503,2019,Volkswagen,Tiguan,2.0T SEL,Sport Utility,Red,Titan Black,Automatic,22,29,53211,27988,Ancira Volkswagen of San Antonio,2021-08-28
1C4RJEAG1JC391981,2018,Jeep,Grand Cherokee,Laredo E,Sport Utility,Billet Silver Metallic Clearcoat,Black,Automatic,19,26,22724,27988,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1C6RR7LT8GS401250,2016,RAM,1500,Lone Star,4D Crew Cab,Maximum Steel Metallic Clearcoat,Diesel Gray/Black,8-Speed Automatic,15,21,133002,27991,Ancira Chevy,2021-08-28
5N1AZ2MG1JN161521,2018,Nissan,Murano,SL,SUV,Cayenne Red Metallic,Graphite,Variable,21,28,14480,27991,Ancira Nissan,2021-08-28
1FA6P8TH1K5102411,2019,Ford,Mustang,EcoBoost,2D Coupe,Ruby Red,Ebony,10-Speed Automatic,21,31,16835,27991,Ancira Chevy,2021-08-28
1C6RR6FG4JS341208,2018,RAM,1500,Tradesman,4D Extended Cab,Bright Silver Metallic Clearcoat,Black,8-Speed Automatic,17,25,16258,27991,Ancira Volkswagen of Laredo,2021-08-28
JTJYARBZ8H2072240,2017,Lexus,NX,200t,Sport Utility,Atomic Silver,Black,Automatic,22,28,34755,27997,Ancira Chrysler Jeep Dodge Ram,2021-08-28
JM1GL1WYXL1518964,2020,Mazda,Mazda6,Grand Touring Reserve,4dr Car,Soul Red Crystal Metallic,Black,Automatic,23,31,18256,27997,Ancira Chrysler Jeep Dodge Ram,2021-08-28
5TFAX5GN2JX119062,2018,Toyota,Tacoma,SR,Crew Cab Pickup,Red,Gray,Automatic,20,23,29048,27998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
3GCPCREC3FG332807,2015,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Silver Ice Metallic,Black,6-Speed Automatic Electronic with Overdrive,16,23,84414,28491,Ancira Volkswagen of Laredo,2021-08-28
1V2DP2CA2JC597714,2018,Volkswagen,Atlas,2.0T SE w/Technology,Sport Utility,Silver,Titan Black,Automatic,22,26,56384,28988,Ancira Volkswagen of San Antonio,2021-08-28
1GTG6DE33G1123173,2016,GMC,Canyon,SLT,Pickup Crew Cab,Quicksilver Metallic,Jet Black,Automatic,17,24,63042,28991,Ancira Buick GMC,2021-08-28
WA1D7AFP9GA078072,2016,Audi,Q5,3.0T Premium Plus quattro,4D Sport Utility,Mythos Black Metallic,Black/Cognac,8-Speed Automatic with Tiptronic,18,26,44258,28991,Ancira Chevy,2021-08-28
1C4HJWEG2EL272208,2014,Jeep,Wrangler Unlimited,Sahara,SUV,Anvil Clear Coat,Dark Saddle/Black,Manual,16,21,94103,28991,Ancira Nissan,2021-08-28
1N6AA1E65HN512627,2017,Nissan,Titan,SV,4D Crew Cab,Magnetic Black,Beige,7-Speed Automatic,15,21,69173,28991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-28
2T3W1RFVXKC010503,2019,Toyota,RAV4,XLE,Sport Utility,Lunar Rock,Gray,Automatic,26,35,21957,28997,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1C4BJWEG9GL317881,2016,Jeep,Wrangler Unlimited,Sahara,Convertible,Mojave Sand Clearcoat,Black,Automatic,16,20,119120,28998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
WBXYJ3C3XJEJ84815,2018,BMW,X2,sDrive28i,Sports Activity Vehicle,Alpine White,Black,8-Speed Automatic,23,32,37457,29491,Ancira Volkswagen of Laredo,2021-08-28
1FTEW1EF3FKD77264,2015,Ford,F-150,XLT,Crew Cab Pickup,Race Red,Gray,Automatic,15,21,106986,29491,Ancira Nissan,2021-08-28
1FA6P8CF5H5256689,2017,Ford,Mustang,GT,2dr Car,Blue,-1,Automatic,15,24,55611,29498,Ancira Chrysler Jeep Dodge Ram,2021-08-28
2C3CDZAG5LH246595,2020,Dodge,Challenger,SXT,2D Coupe,Red,Black,8-Speed Automatic,19,30,4951,29791,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-28
JF2GTHRC9MH276252,2021,Subaru,Crosstrek,Sport,Sport Utility,Cool Gray Khaki,Gray w/Yellow Stitching,Variable,27,34,14679,29888,Ancira Volkswagen of San Antonio,2021-08-28
1GKKNMLS5JZ144367,2018,GMC,Acadia,SLT-1,4D Sport Utility,Ebony Twilight Metallic,Jet Black,6-Speed Automatic,18,25,47985,29891,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-28
1V2DR2CA0JC548215,2018,Volkswagen,Atlas,3.6L V6 SE w/Technology,Sport Utility,Black,Titan Black,Automatic,18,25,56584,29898,Ancira Volkswagen of San Antonio,2021-08-28
1V2MR2CA0JC521032,2018,Volkswagen,Atlas,3.6L V6 SEL,Sport Utility,Reflex Silver Metallic,Titan Black,Automatic,17,23,58303,29991,Ancira Kia,2021-08-28
1FM5K7D81KGA51103,2019,Ford,Explorer,XLT,4D Sport Utility,Ruby Red Metallic Tinted Clearcoat,Ebony Black,6-Speed Automatic with Select-Shift,17,24,44333,29991,Ancira Chevy,2021-08-28
1N6BA0EC6FN509916,2015,Nissan,Titan,PRO-4X,Crew Cab Pickup,Magnetic Black,Charcoal II,Automatic,12,17,52484,29991,Ancira Buick GMC,2021-08-28
3GCPCREC7HG407107,2017,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Summit White,Black,6-Speed Automatic Electronic with Overdrive,16,23,77745,29991,Ancira Chevy,2021-08-28
1N4BL4FVXLN311006,2020,Nissan,Altima,2.5 Platinum,Sedan,Storm Blue Metallic,Light Gray,Variable,27,37,2993,29991,Ancira Nissan,2021-08-28
3GCPCREC3HG303665,2017,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Black,Black,6-Speed Automatic Electronic with Overdrive,16,23,125401,29991,Ancira Chevy,2021-08-28
JN8AY2ND2H9003031,2017,Nissan,Armada,SL,SUV,Gun Metallic,Charcoal,Automatic,14,19,96477,29992,Ancira Nissan,2021-08-28
1G1FB1RS8L0127042,2020,Chevrolet,Camaro,1LT,2dr Car,Riverside Blue Metallic,Jet Black,Automatic,22,31,28066,29997,Ancira Chrysler Jeep Dodge Ram,2021-08-28
2C3CDZAG0LH214895,2020,Dodge,Challenger,SXT,2dr Car,Torred Clearcoat,Black,Automatic,19,30,10669,29997,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1V2ER2CAXJC529207,2018,Volkswagen,Atlas,3.6L V6 SEL,Sport Utility,Pure White,Titan Black,Automatic,18,25,90547,29998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
5UXKR2C34H0X05670,2017,BMW,X5,sDrive35i,Sports Activity Vehicle,Alpine White,Black,Automatic,18,25,78404,29999,Ancira Kia,2021-08-28
1GKKNMLA0HZ262232,2017,GMC,Acadia,SLT,Sport Utility,Summit White,Jet Black,Automatic,21,26,53691,30236,Ancira Volkswagen of San Antonio,2021-08-28
3VV5B7AX4JM165263,2018,Volkswagen,Tiguan,SEL Premium,Sport Utility,White,Gray,Automatic,22,27,26285,30450,Ancira Volkswagen of San Antonio,2021-08-28
JN8AY2NDXH9010678,2017,Nissan,Armada,SV,4D Sport Utility,Gun Metallic,Charcoal,7-Speed Automatic,14,19,60868,30491,Ancira Volkswagen of Laredo,2021-08-28
1V2CR2CA7JC579599,2018,Volkswagen,Atlas,3.6L V6 SE,4D Sport Utility,White,Titan Black,8-Speed Automatic with Tiptronic,18,25,26305,30491,Ancira Volkswagen of Laredo,2021-08-28
5TDYZRFH3JS242399,2018,Toyota,Highlander,Limited Platinum,Sport Utility,Brown,-1,Automatic,21,27,89071,30597,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1C6RR7NM4FS708001,2015,RAM,1500,Laramie,Crew Cab Pickup,Brilliant Black Crystal Pearlcoat,Lt Frost Beige/Brown,Automatic,19,27,106530,30956,Ancira Volkswagen of San Antonio,2021-08-28
5N1AZ2MS1KN108372,2019,Nissan,Murano,Platinum,Sport Utility,Magnetic Black Pearl,Graphite,Variable,20,28,39197,30998,Ancira Volkswagen of San Antonio,2021-08-28
WDDPK4HA4FF106508,2015,Mercedes-Benz,SLK,SLK 250,Convertible,White,Black,Automatic,22,32,22532,30998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1C6RR7NT0FS643266,2015,RAM,1500,Laramie,Crew Cab,Maximum Steel Metallic Clearcoat,Black,Automatic,15,21,94170,30998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
2T3C1RFV0KC024803,2019,Toyota,RAV4,XLE Premium,Sport Utility,Silver Sky Metallic,Light Gray,Automatic,26,35,26621,30999,Ancira Kia,2021-08-28
JTMC1RFV6KD022114,2019,Toyota,RAV4,XLE Premium,4D Sport Utility,Gray,Light Gray,8-Speed Automatic,26,35,26261,31491,Ancira Chevy,2021-08-28
1C4AJWBG7GL296187,2016,Jeep,Wrangler,Sahara,Convertible,Granite Crystal Metallic Clearcoat,Black,Manual,17,21,46205,31497,Ancira Chrysler Jeep Dodge Ram,2021-08-28
5TDZARFH5KS054903,2019,Toyota,Highlander,LE,SUV,Celestial Silver Metallic,Ash,Automatic,20,24,12636,31668,Ancira Nissan,2021-08-28
1C4RJEAG6KC548342,2019,Jeep,Grand Cherokee,Altitude,Sport Utility,Diamond Black Crystal Pearlcoat,Black,Automatic,19,26,32146,31958,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1FTER4EH5KLA02507,2019,Ford,Ranger,XLT,4D Crew Cab,Shadow Black,Ebony,10-Speed Automatic,21,26,40825,31991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-28
1C6RR7LT4GS298618,2016,RAM,1500,Lone Star,Crew Cab Pickup,Brilliant Black Crystal Pearlcoat,Diesel Gray/Black,Automatic,15,21,71588,31991,Ancira Buick GMC,2021-08-28
3VW6T7BU4MM041063,2021,Volkswagen,Jetta GLI,Autobahn,Sedan,Pyrite Silver Metallic,Titan Black,Automatic,24,35,310,31991,Ancira Nissan,2021-08-28
1FTEW1EG7GKD54158,2016,Ford,F-150,XLT,4D SuperCrew,Gray,Medium Earth Gray,6-Speed Automatic Electronic,16,22,94066,31991,Ancira Chevy,2021-08-28
2C3CDZJG6MH533350,2021,Dodge,Challenger,GT,Coupe,Frostbite,Black,Automatic,19,30,3145,32191,Ancira Nissan,2021-08-28
1C4RJEBM3JC512790,2018,Jeep,Grand Cherokee,Limited,Sport Utility,Billet Silver Metallic Clearcoat,Black,Automatic,22,30,27433,32398,Ancira Chrysler Jeep Dodge Ram,2021-08-28
JN8AY2ND8H9004166,2017,Nissan,Armada,SL,SUV,Super Black,Charcoal,Automatic,14,19,76357,32491,Ancira Nissan,2021-08-28
5UXKU0C58F0F91970,2015,BMW,X6,sDrive35i,Sports Activity Vehicle,White Metallic,Cognac/Black,Automatic,19,27,85584,32495,Ancira Volkswagen of San Antonio,2021-08-28
1FM5K7F83JGC23580,2018,Ford,Explorer,Limited,Sport Utility,Maroon,-1,Automatic,19,27,36587,32498,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1FT7W2BT9BEA35805,2011,Ford,F-250SD,King Ranch,4D Crew Cab,White Platinum Metallic Tri-Coat,Adobe,TorqShift 6-Speed Automatic with Overdrive,0,0,154639,32991,Ancira Ford Floresville,2021-08-28
3GCPCREC0GG362543,2016,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Silver Ice Metallic,Black,6-Speed Automatic Electronic with Overdrive,16,23,60733,32991,Ancira Chevy,2021-08-28
1GKS1FKC0GR304794,2016,GMC,Yukon XL,SLE,4D Sport Utility,Summit White,Jet Black,6-Speed Automatic Electronic with Overdrive,16,23,70554,32991,Ancira Chevy,2021-08-28
55SWF8DB2KU317686,2019,Mercedes-Benz,C-Class,C 300,4dr Car,Black,Black,Automatic,23,34,47717,32997,Ancira Volkswagen of San Antonio,2021-08-28
5GAEVBKW9JJ138735,2018,Buick,Enclave,Premium,Sport Utility,White Frost Tricoat,Brandy,Automatic,17,25,72576,32998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
2C3CDZJG0LH195149,2020,Dodge,Challenger,GT,2dr Car,Smoke Show,Black,Automatic,19,30,16215,32999,Ancira Kia,2021-08-28
1C4RDHDG5JC397965,2018,Dodge,Durango,GT,Sport Utility,Octane Red Pearlcoat,Black,Automatic,19,26,37941,33449,Ancira Volkswagen of San Antonio,2021-08-28
1GNERHKW7KJ319024,2019,Chevrolet,Traverse,LT Leather Leather,4D Sport Utility,Graphite Metallic,Dark Atmosphere/Medium Ash Gray,9-Speed Automatic,18,27,46207,33491,Ancira Volkswagen of Laredo,2021-08-28
2C4RC1EG3KR668233,2019,Chrysler,Pacifica,Touring L Plus,"Mini-van, Passenger",Granite Crystal Metallic Clearcoat,Black/Black/Black,Automatic,19,28,55738,33498,Ancira Chrysler Jeep Dodge Ram,2021-08-28
WDDZF4KB5HA063473,2017,Mercedes-Benz,E-Class,E 300,4dr Car,White,-1,Automatic,22,29,39331,33597,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1N6AA1E61KN500126,2019,Nissan,Titan,SV,Crew Cab Pickup,Gun Metallic,Black,Automatic,15,21,73666,33598,Ancira Chrysler Jeep Dodge Ram,2021-08-28
2C3CDZJG9LH109952,2020,Dodge,Challenger,GT,2dr Car,Triple Nickel Clearcoat,Black,Automatic,19,30,9120,33631,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1GYAZAR48KF174351,2019,Cadillac,XT4,FWD Luxury,Sport Utility,Shadow Metallic,Light Platinum/Jet Black,Automatic,24,30,24597,33868,Ancira Volkswagen of San Antonio,2021-08-28
1C4RJFAG3JC376419,2018,Jeep,Grand Cherokee,Altitude,4D Sport Utility,Rhino Clearcoat,Black,8-Speed Automatic,18,25,31155,33991,Ancira Chevy,2021-08-28
1GCPCREC3JF214122,2018,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Silver Ice Metallic,Black,6-Speed Automatic Electronic with Overdrive,16,23,85096,33991,Ancira Chevy,2021-08-28
1GKS1BKC6GR306154,2016,GMC,Yukon,SLT,4D Sport Utility,Summit White,Jet Black,6-Speed Automatic Electronic with Overdrive,16,23,97732,33991,Ancira Volkswagen of Laredo,2021-08-28
2C4RC1GG1JR186856,2018,Chrysler,Pacifica,Limited,"Mini-van, Passenger",Bright White Clearcoat,Deep Mocha/Black/Dp Mocha,Automatic,19,28,42315,33994,Ancira Volkswagen of San Antonio,2021-08-28
JN8AY2ND1K9086099,2019,Nissan,Armada,SV,4D Sport Utility,Gun Metallic,Charcoal,7-Speed Automatic,14,19,37138,33997,Ancira Ford Floresville,2021-08-28
1FTEW1CP7HKD07619,2017,Ford,F-150,XLT,Crew Cab Pickup,Oxford White,Black,Automatic,19,26,22416,33997,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1FTEW1CP5KKD45017,2019,Ford,F-150,XL,4D SuperCrew,Oxford White,Medium Earth Gray,10-Speed Automatic,20,26,40299,34491,Ancira Volkswagen of Laredo,2021-08-28
JF1VA1H61L9831045,2020,Subaru,WRX,Limited,4D Sedan,Lapis Blue Pearl,black,6-Speed Manual,21,27,5478,34491,Ancira Chevy,2021-08-28
4JGDA5HB7HA888281,2017,Mercedes-Benz,GLE,GLE 350,Sport Utility,Black,Black Pearl/Black,Automatic,18,23,54109,34733,Ancira Volkswagen of San Antonio,2021-08-28
1C4RJEBG6LC113076,2020,Jeep,Grand Cherokee,Limited,Sport Utility,Granite Crystal Metallic Clearcoat,Black,Automatic,19,26,38001,34798,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1GKS2CKJ8GR233516,2016,GMC,Yukon,Denali,Sport Utility,Onyx Black,Jet Black,Automatic,15,21,109852,34982,Ancira Buick GMC,2021-08-28
1C6RR7TT3KS551131,2019,RAM,1500 Classic,Big Horn,4D Crew Cab,Bright White Clearcoat,Black,8-Speed Automatic,15,21,33755,34991,Ancira Chevy,2021-08-28
1FTEW1EG3FKE47693,2015,Ford,F-150,Lariat,4D SuperCrew,Blue,Medium Light Camel,6-Speed Automatic Electronic,17,23,74272,34991,Ancira Chevy,2021-08-28
JTEBU5JRXG5397474,2016,Toyota,4Runner,SR5,4D Sport Utility,Midnight Black Metallic,Black,5-Speed Automatic with Overdrive,17,21,32274,34991,Ancira Chevy,2021-08-28
5FPYK2F61KB004901,2019,Honda,Ridgeline,RTL-T,4D Crew Cab,Obsidian Blue Pearl,Gray,6-Speed Automatic,19,26,52438,34991,Ancira Chevy,2021-08-28
5LMCJ1C91LUL17821,2020,Lincoln,Corsair,Standard,Sport Utility,Black,-1,Automatic,22,29,27045,34991,Ancira Buick GMC,2021-08-28
1FTFW1R69EFB16730,2014,Ford,F-150,SVT Raptor,4D SuperCrew,Tuxedo Black Metallic,Black,6-Speed Automatic Electronic,11,16,131396,34991,Ancira Ford Floresville,2021-08-28
1GNSCBKC1FR710796,2015,Chevrolet,Tahoe,LT,4D Sport Utility,Black,Black,6-Speed Automatic Electronic with Overdrive,16,23,87020,34991,Ancira Chevy,2021-08-28
1C4BJWDG9HL577507,2017,Jeep,Wrangler Unlimited,Sport,SUV,Black Clearcoat,Black,Automatic,16,20,56777,34991,Ancira Nissan,2021-08-28
1GCGTEEN0J1219723,2018,Chevrolet,Colorado,4WD ZR2,Crew Cab Pickup,Cajun Red Tintcoat,Jet Black,Automatic,16,18,47451,35497,Ancira Nissan,2021-08-28
1GKKNPLS3KZ146394,2019,GMC,Acadia,Denali,4D Sport Utility,Smokey Quartz Metallic,Jet Black,6-Speed Automatic,18,25,76227,35691,Ancira Chevy,2021-08-28
1C6RR6GT5KS697406,2019,RAM,1500 Classic,Warlock,Crew Cab Pickup,Bright White Clearcoat,Diesel Gray/Black,Automatic,15,22,15916,35789,Ancira Chrysler Jeep Dodge Ram,2021-08-28
3GCPCREC5HG431647,2017,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,White,Black,6-Speed Automatic Electronic with Overdrive,16,23,36200,35791,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2021-08-28
1C6RR7YT6HS750076,2017,RAM,1500,Rebel,Crew Cab,Bright White Clearcoat,Black,Automatic,15,21,83402,35798,Ancira Chrysler Jeep Dodge Ram,2021-08-28
WA1VAAF73HD013448,2017,Audi,Q7,Prestige,Sport Utility,Gray,Black,Automatic,19,25,77306,35976,Ancira Volkswagen of San Antonio,2021-08-28
3GTU2NEC9HG127221,2017,GMC,Sierra 1500,SLT,Pickup Crew Cab,Crimson Red Tintcoat,Jet Black,Automatic,16,22,97671,35997,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1FTEW1EF8HFA85881,2017,Ford,F-150,Platinum,4D SuperCrew,Ruby Red,Brunello,6-Speed Automatic Electronic,15,21,107031,35997,Ancira Ford Floresville,2021-08-28
5FNYF6H98KB018886,2019,Honda,Pilot,Touring 8-Passenger,Sport Utility,Red,Beige,Automatic,19,26,66213,35998,Ancira Volkswagen of San Antonio,2021-08-28
5TDKZRFH5KS357769,2019,Toyota,Highlander,SE,Sport Utility,Predawn Gray Mica,Black,Automatic,21,27,27847,35999,Ancira Kia,2021-08-28
3GTU2WEC8FG403956,2015,GMC,Sierra 1500,Denali,Pickup Crew Cab,Sonoma Red Metallic,Cocoa/Dune,Automatic,16,22,78726,36291,Ancira Nissan,2021-08-28
3GCPCREC4JG585014,2018,Chevrolet,Silverado 1500,LT LT1,4D Crew Cab,Silver Ice Metallic,Jet Black,6-Speed Automatic Electronic with Overdrive,16,23,55327,36391,Ancira Chevy,2021-08-28
1GNSCAKC3JR108713,2018,Chevrolet,Tahoe,LS,Sport Utility,Summit White,Jet Black,Automatic,16,23,80170,36491,Ancira Buick GMC,2021-08-28
1C6RREFG7LN390110,2020,RAM,1500,Lone Star,Crew Cab,Bright White Clearcoat,Diesel Gray/Black,Automatic,20,25,40500,36498,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1C6RR6LT4KS705016,2019,RAM,1500 Classic,Warlock,Crew Cab,Delmonico Red Pearlcoat,Diesel Gray/Black,Automatic,15,22,33877,36498,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1FTEW1EG7GKD54337,2016,Ford,F-150,Lariat,Crew Cab Pickup,Gray,Black,Automatic,16,22,67445,36791,Ancira Volkswagen of Laredo,2021-08-28
3GCUKSEC7GG227413,2016,Chevrolet,Silverado 1500,LTZ,Pickup Crew Cab,Black,Jet Black,Automatic,15,21,84983,36991,Ancira Buick GMC,2021-08-28
1GNSCHKCXJR131835,2018,Chevrolet,Suburban,LT,4D Sport Utility,Summit White,Black,6-Speed Automatic Electronic with Overdrive,16,23,102707,36997,Ancira Ford Floresville,2021-08-28
1FTEW1C51KKC20062,2019,Ford,F-150,XLT,Crew Cab Pickup,Blue,-1,Automatic,17,23,21458,36998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
3TMAZ5CN6LM124337,2020,Toyota,Tacoma 2WD,SR5,Crew Cab Pickup,White,Gray,Automatic,19,24,20249,36998,Ancira Volkswagen of San Antonio,2021-08-28
1C4HJXDG6JW179465,2018,Jeep,Wrangler Unlimited,Sport,Convertible,Bright White Clearcoat,Black,Automatic,18,23,33258,36998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
3GCPWBEH8LG455198,2020,Chevrolet,Silverado 1500,Custom,Pickup Crew Cab,Summit White,Jet Black,Automatic,16,21,10082,36998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1C6SRFMT9KN554110,2019,RAM,1500,Big Horn/Lone Star,Crew Cab,Bright White Clearcoat,Black,Automatic,15,21,47203,37988,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1FTEW1CP0KKD03581,2019,Ford,F-150,XLT,4D SuperCrew,Ingot Silver,Medium Earth Gray,10-Speed Automatic,20,26,40832,37991,Ancira Chevy,2021-08-28
1N6AA1EF5LN507078,2020,Nissan,Titan,SV,Crew Cab Pickup,Deep Blue Pearl Metallic,Black,Automatic,16,22,18703,37991,Ancira Nissan,2021-08-28
1GCGTEENXJ1125994,2018,Chevrolet,Colorado,ZR2,4D Crew Cab,Black,Black,8-Speed Automatic,16,18,56617,37991,Ancira Chevy,2021-08-28
JTEZU5JR3J5184324,2018,Toyota,4Runner,Limited,4D Sport Utility,Magnetic Gray Metallic,Black Graphite,5-Speed Automatic with Overdrive,17,21,44509,37997,Ancira Ford Floresville,2021-08-28
3GCUKREC4JG215008,2018,Chevrolet,Silverado 1500,LT LT2,4D Crew Cab,Black,Black,6-Speed Automatic Electronic with Overdrive,16,22,58603,37997,Ancira Ford Floresville,2021-08-28
5TFRM5F15KX137227,2019,Toyota,Tundra 2WD,SR5,Crew Cab Pickup,Cavalry Blue,Graphite,Automatic,15,19,27953,37998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1C4BJWFG9FL739484,2015,Jeep,Wrangler Unlimited,Rubicon,Convertible,Black Clearcoat,Dark Saddle/Black,Manual,16,21,40822,37998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1FA6P8CF5L5154477,2020,Ford,Mustang,GT,2dr Car,Shadow Black,Ebony,Automatic,16,25,14561,37998,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1C6RR7YT4JS199345,2018,RAM,1500,Rebel,Crew Cab,Delmonico Red Pearlcoat,Black,Automatic,15,21,75744,38498,Ancira Chrysler Jeep Dodge Ram,2021-08-28
3GTU2NEC7HG173940,2017,GMC,Sierra 1500,SLT,Pickup Crew Cab,Summit White,Jet Black,Automatic,16,22,70677,38498,Ancira Buick GMC,2021-08-28
1GCPWCED9KZ115589,2019,Chevrolet,Silverado 1500,LT,Pickup Crew Cab,Iridescent Pearl Tricoat,Jet Black,Automatic,17,23,29389,38597,Ancira Chrysler Jeep Dodge Ram,2021-08-28
5TFEY5F17KX249952,2019,Toyota,Tundra 2WD,SR5,Crew Cab Pickup,-1,-1,Automatic,13,18,61859,38774,Ancira Buick GMC,2021-08-28
3TMCZ5AN7JM122220,2018,Toyota,Tacoma,TRD Sport V6,4D Double Cab,Magnetic Gray Metallic,Black/Orange,6-Speed Automatic,18,22,37133,38791,Ancira Chevy,2021-08-28
3TMCZ5AN9LM331736,2020,Toyota,Tacoma 4WD,TRD Offroad,Crew Cab Pickup,Gray,-1,Automatic,18,22,23198,38898,Ancira Chrysler Jeep Dodge Ram,2021-08-28
1FTEW1C59JKD05391,2018,Ford,F-150,XLT,4D SuperCrew,Lightning Blue,Black,10-Speed Automatic,17,23,19785,38991,Ancira Volkswagen of Laredo,2021-08-28
2T2ZZMCAXKC149934,2019,Lexus,RX,350,4D Sport Utility,Silver Lining Metallic,Black,8-Speed Automatic,20,28,21879,38997,Ancira Ford Floresville,2021-08-28
JTEBU5JRXJ5532721,2018,Toyota,4Runner,TRD Off-Road Premium,Sport Utility,Black,Black,Automatic,17,20,66126,38999,Ancira Chrysler Jeep Dodge Ram,2021-08-28
3GCPWCED9LG430037,2020,Chevrolet,Silverado 1500,LT,Pickup Crew Cab,Shadow Gray Metallic,Gideon/Very Dark Atmosphere,Automatic,17,24,8251,39991,Ancira Nissan,2021-08-28
1FTEW1EP9LKE71038,2020,Ford,F-150,XLT,4D SuperCrew,Oxford White,Medium Earth Gray,10-Speed Automatic,18,23,4206,39991,Ancira Chevy,2021-08-28
3GCPYCEF2KG256421,2019,Chevrolet,Silverado 1500,Custom Trail Boss,4D Crew Cab,Summit White,Black,6-Speed Automatic Electronic with Overdrive,15,20,64925,39991,Ancira Chevy,2021-08-28
1GKS1CKJ7HR383461,2017,GMC,Yukon,Denali,4D Sport Utility,Onyx Black,Cocoa/Shale,8-Speed Automatic with Overdrive,15,22,94731,39991,Ancira Chevy,2021-08-28
3GCPWBEH0LG112031,2020,Chevrolet,Silverado 1500,Custom,4D Crew Cab,Summit White,Black,6-Speed Automatic Electronic with Overdrive,16,21,16849,39991,Ancira Volkswagen of Laredo,2021-08-28
1FTEW1E4XKFB03416,2019,Ford,F-150,XLT,Crew Cab Pickup,Red,-1,Automatic,17,23,45720,39991,Ancira Buick GMC,2021-08-28
